Elevation,Azimuth,ITD,ILD,Spectral ILD,Spectral ITD,Left MFCC,Right MFCC
40,6,[-0.00290249 -0.0100907 ],[-2.54838377 -0.93929142],[-2.63363779 -1.0120976 ],[-0.00580499 -0.00580499  0.        ],"[[-2.1161223e+02 -2.6188791e+02]
 [-6.2473211e+00 -2.4008265e+00]
 [-9.8958588e+01 -9.5410202e+01]
 [ 2.2567593e+01  2.6462978e+01]
 [-6.4592762e+00 -1.6451156e+00]
 [ 1.7170637e+01  2.2303698e+01]
 [-7.2892714e+00 -3.8581290e+00]
 [-1.5229784e+01 -1.1171804e+01]
 [ 5.6880293e+00  9.2941093e+00]
 [ 1.0702094e+00  4.2599678e+00]
 [-2.0357269e+01 -1.7479496e+01]
 [ 3.3048420e+00  5.2825923e+00]
 [-2.0342731e+01 -1.7664158e+01]
 [ 7.5536861e+00  1.0065310e+01]
 [-8.4203310e+00 -5.5535364e+00]
 [-7.2935944e+00 -5.1563177e+00]
 [-2.0562272e+00 -1.3889870e-01]
 [-9.0664196e+00 -6.7320099e+00]
 [ 1.9318676e-01  1.9932768e+00]
 [-5.7538295e+00 -4.0464215e+00]]","[[-201.93077    -252.57043   ]
 [   3.8221414     7.48068   ]
 [-116.58295    -112.73126   ]
 [  40.254715     43.854412  ]
 [ -24.850822    -19.824207  ]
 [  24.959002     29.698322  ]
 [ -12.629337     -8.87698   ]
 [ -13.72319      -9.918331  ]
 [   4.4174876     8.016351  ]
 [  -1.7816379     1.4982792 ]
 [ -18.541725    -15.94351   ]
 [   1.4898653     4.0274897 ]
 [ -13.453384    -10.810192  ]
 [   1.0144954     3.7462316 ]
 [  -5.6405234    -3.1728299 ]
 [ -10.985938     -9.033985  ]
 [  -0.5875592     1.3269432 ]
 [ -10.414215     -8.38283   ]
 [   0.26224285    2.3131642 ]
 [  -5.58365      -4.176379  ]]"
40,13,[-0.00285714 -0.0100907 ],[-4.34289008 -0.68713017],[-4.48190719 -1.8075332 ],[-0.01160998 -0.00580499  0.        ],"[[-221.06773    -271.10916   ]
 [  -1.3847361     2.1475575 ]
 [ -99.66111     -96.306656  ]
 [  23.49864      27.184006  ]
 [  -5.3629694    -0.7910743 ]
 [  17.73473      22.670788  ]
 [  -7.267807     -4.1452727 ]
 [ -14.546783    -10.668241  ]
 [   4.691492      7.9282174 ]
 [   0.87096477    3.746571  ]
 [ -20.740711    -18.08208   ]
 [   3.3861403     5.042519  ]
 [ -20.553272    -18.0798    ]
 [   7.5722065     9.785929  ]
 [  -8.687197     -5.9852657 ]
 [  -6.2102246    -4.2368107 ]
 [  -2.2182822    -0.4706433 ]
 [  -8.273924     -6.1469927 ]
 [  -1.1026802     0.36966348]
 [  -5.007406     -3.5387146 ]]","[[-1.93456879e+02 -2.44381393e+02]
 [-4.60941285e-01  3.10045195e+00]
 [-1.15638191e+02 -1.11830795e+02]
 [ 4.01537247e+01  4.36545105e+01]
 [-2.58984566e+01 -2.09572639e+01]
 [ 2.49801521e+01  2.96466904e+01]
 [-1.30823765e+01 -9.43495941e+00]
 [-1.36620407e+01 -9.93716717e+00]
 [ 4.21342182e+00  7.72826195e+00]
 [-1.70249665e+00  1.58651733e+00]
 [-1.74660301e+01 -1.49394646e+01]
 [ 1.00698006e+00  3.58275414e+00]
 [-1.24929523e+01 -9.88843250e+00]
 [ 1.12003243e+00  3.85878515e+00]
 [-5.88827896e+00 -3.50039721e+00]
 [-1.01770763e+01 -8.27828503e+00]
 [-1.80811119e+00  2.45561600e-02]
 [-9.24574661e+00 -7.38578224e+00]
 [-1.34827673e+00  7.09833741e-01]
 [-3.57265878e+00 -2.27489185e+00]]"
40,19,[-0.00281179 -0.00972789],[-6.20522201 -1.88456923],[-6.40410602 -2.80633807],[-0.01160998 -0.00580499  0.        ],"[[-2.33431290e+02 -2.83193665e+02]
 [ 5.63742828e+00  9.25942516e+00]
 [-1.01754715e+02 -9.84893036e+01]
 [ 2.56384315e+01  2.93210125e+01]
 [-4.66380310e+00 -7.68445581e-02]
 [ 1.80166626e+01  2.28240929e+01]
 [-6.62047386e+00 -3.47923017e+00]
 [-1.57784138e+01 -1.20891056e+01]
 [ 4.49895763e+00  7.60326576e+00]
 [-9.79045272e-01  1.77807653e+00]
 [-1.98161316e+01 -1.72551289e+01]
 [ 2.37830520e+00  4.05662966e+00]
 [-2.03614616e+01 -1.80759926e+01]
 [ 7.25466919e+00  9.56754112e+00]
 [-8.75974655e+00 -6.15396738e+00]
 [-4.95751238e+00 -2.86787200e+00]
 [-2.81274652e+00 -1.12565672e+00]
 [-8.00132370e+00 -5.97559071e+00]
 [-2.27788734e+00 -9.54208374e-01]
 [-4.66559887e+00 -3.27803421e+00]]","[[-1.85835358e+02 -2.37098236e+02]
 [-3.22720838e+00  3.70432794e-01]
 [-1.16240433e+02 -1.12500175e+02]
 [ 4.13530159e+01  4.48222504e+01]
 [-2.82004852e+01 -2.32617035e+01]
 [ 2.62889061e+01  3.08577671e+01]
 [-1.52498817e+01 -1.15933952e+01]
 [-1.21181831e+01 -8.50964451e+00]
 [ 2.71219110e+00  6.23426628e+00]
 [-1.63780355e+00  1.62813008e+00]
 [-1.60501442e+01 -1.35033131e+01]
 [-3.54710408e-02  2.61542177e+00]
 [-1.08043251e+01 -8.17975426e+00]
 [ 3.76670480e-01  3.16116428e+00]
 [-5.41899967e+00 -3.04885268e+00]
 [-9.96246433e+00 -8.09043217e+00]
 [-2.60581398e+00 -7.76009560e-01]
 [-8.03067780e+00 -6.28906918e+00]
 [-3.27818179e+00 -1.25238013e+00]
 [-1.80377889e+00 -5.40880919e-01]]"
40,26,[-0.00276644 -0.01      ],[-7.54802704 -2.94284403],[-7.79904008 -3.54836941],[-0.01160998 -0.00580499  0.01160998],"[[-243.73747    -292.99048   ]
 [  11.842452     15.399307  ]
 [-103.70993    -100.20758   ]
 [  28.708832     32.40917   ]
 [  -5.0412807    -0.36199352]
 [  19.480862     24.451643  ]
 [  -7.062332     -4.0627604 ]
 [ -16.693874    -12.829388  ]
 [   4.2585297     7.103216  ]
 [  -2.5750148     0.4247049 ]
 [ -18.032923    -15.578882  ]
 [   0.6933084     2.5607605 ]
 [ -19.194996    -16.861362  ]
 [   6.7466755     9.11529   ]
 [  -8.019572     -5.1662884 ]
 [  -4.041217     -1.9841819 ]
 [  -3.7180889    -1.8648205 ]
 [  -7.4069834    -5.550679  ]
 [  -3.043601     -1.6448082 ]
 [  -4.650161     -3.3027802 ]]","[[-1.7968578e+02 -2.3118275e+02]
 [-5.9291325e+00 -2.1348333e+00]
 [-1.1575189e+02 -1.1199304e+02]
 [ 4.0972572e+01  4.4528267e+01]
 [-2.8802834e+01 -2.3720800e+01]
 [ 2.6591175e+01  3.1140835e+01]
 [-1.7004951e+01 -1.3203348e+01]
 [-1.0585073e+01 -6.9840670e+00]
 [ 9.0349805e-01  4.5183144e+00]
 [-1.0087922e+00  2.3553238e+00]
 [-1.6277218e+01 -1.3666269e+01]
 [ 9.3152809e-01  3.8156674e+00]
 [-1.1472738e+01 -8.7771988e+00]
 [ 1.5479429e+00  4.4855757e+00]
 [-6.7372155e+00 -4.2624469e+00]
 [-8.5667610e+00 -6.6423573e+00]
 [-4.0930672e+00 -2.0953758e+00]
 [-6.5768671e+00 -4.8470840e+00]
 [-4.8754663e+00 -2.7627692e+00]
 [-1.1750675e+00  1.5115425e-01]]"
40,32,[-0.00272109 -0.00936508],[-8.8162297  -3.23388517],[-9.13361371 -4.08711344],[-0.01741497 -0.01160998  0.01741497],"[[-255.55974    -304.25674   ]
 [  19.118671     22.319798  ]
 [-105.92354    -102.24509   ]
 [  32.678986     36.185333  ]
 [  -5.5010815    -0.7660055 ]
 [  20.837475     25.730751  ]
 [  -8.040635     -5.2931323 ]
 [ -18.316662    -14.522945  ]
 [   3.7501888     6.2633586 ]
 [  -3.3697352    -0.33692986]
 [ -16.819412    -14.6051855 ]
 [  -0.45814937    1.4724164 ]
 [ -18.48405     -16.21393   ]
 [   7.379418      9.736742  ]
 [  -7.557482     -4.639979  ]
 [  -3.7806256    -1.8335698 ]
 [  -4.5694957    -2.8202171 ]
 [  -6.9660115    -5.3364773 ]
 [  -3.6936789    -2.4205287 ]
 [  -5.2700152    -4.0484934 ]]","[[-1.7505400e+02 -2.2699686e+02]
 [-6.6141310e+00 -2.4918814e+00]
 [-1.1643406e+02 -1.1290028e+02]
 [ 4.1125389e+01  4.4830299e+01]
 [-2.9574482e+01 -2.4498226e+01]
 [ 2.7242962e+01  3.1726971e+01]
 [-1.9007629e+01 -1.5092239e+01]
 [-9.3507233e+00 -5.9448528e+00]
 [-7.8027695e-02  3.7287927e+00]
 [-1.4926236e+00  1.6661272e+00]
 [-1.5818908e+01 -1.2972332e+01]
 [ 1.5595969e+00  4.3732481e+00]
 [-1.1734674e+01 -8.8108368e+00]
 [ 2.2996249e+00  5.1313944e+00]
 [-7.8241167e+00 -5.2013388e+00]
 [-7.2453117e+00 -5.3785992e+00]
 [-5.5426540e+00 -3.4691281e+00]
 [-5.0255022e+00 -3.2823143e+00]
 [-6.4308934e+00 -4.4368963e+00]
 [-7.6909125e-01  6.9906557e-01]]"
40,39,[-0.00269841 -0.0093424 ],[-9.62897241 -3.11630517],[-10.00337005  -4.33944821],[-0.01741497 -0.01160998  0.01741497],"[[-265.16174    -312.89713   ]
 [  24.583923     27.924015  ]
 [-107.506256   -103.08999   ]
 [  35.579857     39.45855   ]
 [  -5.8797016    -0.519157  ]
 [  20.632748     25.971458  ]
 [  -9.187283     -6.165515  ]
 [ -20.7089      -16.37452   ]
 [   3.7447295     6.570398  ]
 [  -3.821341     -0.31483477]
 [ -16.810074    -14.093438  ]
 [  -1.0139738     1.3221841 ]
 [ -18.523357    -15.510136  ]
 [   8.901615     11.533705  ]
 [  -8.898233     -5.215731  ]
 [  -3.7846224    -1.6537552 ]
 [  -5.1846647    -2.8898096 ]
 [  -7.254713     -5.3092365 ]
 [  -4.30589      -2.7274992 ]
 [  -6.126193     -4.283493  ]]","[[-171.29173    -223.40901   ]
 [  -7.7286205    -3.4328566 ]
 [-115.726456   -112.172676  ]
 [  40.020683     43.8458    ]
 [ -29.355537    -24.203056  ]
 [  27.90336      32.45618   ]
 [ -21.276903    -17.295874  ]
 [  -7.5769005    -4.1391773 ]
 [  -1.9154634     1.9768509 ]
 [  -0.5053737     2.6932783 ]
 [ -17.178333    -14.214813  ]
 [   3.596683      6.5451856 ]
 [ -12.919435     -9.860954  ]
 [   3.486903      6.3894987 ]
 [  -8.990004     -6.286315  ]
 [  -6.0150313    -4.0607233 ]
 [  -6.404046     -4.2531166 ]
 [  -4.2036767    -2.3994975 ]
 [  -6.824507     -4.821645  ]
 [  -1.186506      0.32734412]]"
40,45,[-0.00265306 -0.00931973],[-10.22090554  -2.93324351],[-10.64263225  -4.56444919],[-0.01741497 -0.01160998  0.01160998],"[[-2.71871063e+02 -3.19533051e+02]
 [ 2.83635330e+01  3.12330208e+01]
 [-1.06545464e+02 -1.02568459e+02]
 [ 3.86471329e+01  4.20713387e+01]
 [-6.34268904e+00 -1.42210460e+00]
 [ 2.14699707e+01  2.62445793e+01]
 [-1.16195698e+01 -9.32096100e+00]
 [-2.08962307e+01 -1.68334274e+01]
 [ 4.30734777e+00  6.35068893e+00]
 [-3.49222112e+00 -9.17959511e-02]
 [-1.58517723e+01 -1.39196930e+01]
 [-1.94234467e+00  3.77222359e-01]
 [-1.56471186e+01 -1.32576065e+01]
 [ 9.07642078e+00  1.14041500e+01]
 [-9.61398220e+00 -6.39630032e+00]
 [-2.96411800e+00 -1.57297575e+00]
 [-5.97430134e+00 -3.87554407e+00]
 [-6.06532192e+00 -4.99574614e+00]
 [-6.03110504e+00 -4.50368786e+00]
 [-3.82812309e+00 -2.66423750e+00]]","[[-1.6908565e+02 -2.2153870e+02]
 [-7.3133087e+00 -3.1705194e+00]
 [-1.1542543e+02 -1.1210730e+02]
 [ 3.9265144e+01  4.2895634e+01]
 [-2.9353556e+01 -2.4395885e+01]
 [ 2.9362526e+01  3.3698273e+01]
 [-2.3895145e+01 -2.0133884e+01]
 [-5.4195418e+00 -2.2329268e+00]
 [-3.8417296e+00 -1.4708607e-01]
 [ 1.0938351e+00  4.0616608e+00]
 [-1.8825891e+01 -1.6034969e+01]
 [ 5.8756776e+00  8.6876850e+00]
 [-1.4025752e+01 -1.1111134e+01]
 [ 4.8771143e+00  7.6013880e+00]
 [-1.0494039e+01 -7.9932218e+00]
 [-4.2230377e+00 -2.4048202e+00]
 [-7.6010332e+00 -5.6269455e+00]
 [-3.1697607e+00 -1.5366988e+00]
 [-7.2616701e+00 -5.4542179e+00]
 [-1.4790246e+00 -1.6873194e-01]]"
40,51,[-0.00260771 -0.00931973],[-10.86376071  -3.11248302],[-11.31474733  -5.01358271],[-0.01741497 -0.01160998  0.        ],"[[-2.7983075e+02 -3.2695877e+02]
 [ 3.3544334e+01  3.5999626e+01]
 [-1.0576088e+02 -1.0163098e+02]
 [ 4.1613388e+01  4.4759323e+01]
 [-6.9445810e+00 -2.2654743e+00]
 [ 1.9511692e+01  2.4104361e+01]
 [-1.2667366e+01 -1.0827961e+01]
 [-2.2119667e+01 -1.7978514e+01]
 [ 6.7737703e+00  8.4331751e+00]
 [-4.2453370e+00 -7.7364677e-01]
 [-1.6050985e+01 -1.4260252e+01]
 [-5.7845664e-01  1.6107008e+00]
 [-1.4401743e+01 -1.1823168e+01]
 [ 9.4855499e+00  1.1354445e+01]
 [-1.1846024e+01 -8.5992527e+00]
 [-1.0340455e+00 -1.9028249e-01]
 [-7.3054161e+00 -5.2090588e+00]
 [-6.2404280e+00 -5.4023452e+00]
 [-4.5420170e+00 -3.1409526e+00]
 [-4.6670585e+00 -3.3376908e+00]]","[[-167.91185   -220.50653  ]
 [  -6.3851223   -2.2431273]
 [-115.20682   -111.85208  ]
 [  37.966496    41.55844  ]
 [ -29.637997   -24.617119 ]
 [  31.204424    35.50467  ]
 [ -27.189342   -23.415989 ]
 [  -3.490201    -0.381509 ]
 [  -5.992077    -2.2668996]
 [   2.451685     5.3758564]
 [ -20.389463   -17.535578 ]
 [   7.377813    10.212106 ]
 [ -14.764486   -11.749802 ]
 [   5.7428794    8.455092 ]
 [ -12.019989    -9.501683 ]
 [  -2.9683573   -1.1268548]
 [  -8.115505    -6.061701 ]
 [  -3.3467803   -1.7562689]
 [  -6.95898     -5.0983324]
 [  -2.3838944   -1.1380639]]"
40,58,[-0.00258503 -0.00988662],[-11.46278381  -3.81776601],[-11.9132483   -5.68688035],[-0.01160998 -0.01160998 -0.00580499],"[[-283.80112   -330.00635  ]
 [  34.698944    37.117638 ]
 [-103.351974   -98.24066  ]
 [  42.456493    45.59072  ]
 [ -10.048523    -4.8334594]
 [  18.660526    23.52238  ]
 [ -15.9857025  -13.753071 ]
 [ -19.932331   -15.256971 ]
 [   6.185089     8.002141 ]
 [  -5.5005665   -1.1992705]
 [ -15.734054   -13.900379 ]
 [  -0.5586492    2.4462748]
 [ -12.709327    -9.840068 ]
 [   6.230283     8.555434 ]
 [ -11.01409     -7.444889 ]
 [  -1.921406    -0.9048272]
 [  -8.973423    -6.155445 ]
 [  -4.382884    -3.5358574]
 [  -6.516146    -4.198106 ]
 [  -3.7291417   -2.3516188]]","[[-167.44272    -220.08655   ]
 [  -5.8509564    -1.4675033 ]
 [-114.2527     -110.80767   ]
 [  36.018204     39.82809   ]
 [ -29.378223    -24.245796  ]
 [  32.2975       36.819744  ]
 [ -29.211994    -25.371899  ]
 [  -2.9605367     0.32652646]
 [  -6.9273987    -3.1305099 ]
 [   2.6481981     5.789865  ]
 [ -20.680569    -17.713657  ]
 [   7.548256     10.623308  ]
 [ -14.775835    -11.62715   ]
 [   5.901581      8.848303  ]
 [ -12.708943    -10.133178  ]
 [  -2.9050212    -0.82383233]
 [  -7.555974     -5.372184  ]
 [  -4.398381     -2.6364856 ]
 [  -6.4329643    -4.4885693 ]
 [  -3.0916996    -1.6486781 ]]"
40,64,[-0.00253968 -0.00988662],[-12.20971823  -4.77064341],[-12.64404297  -6.5982765 ],[-0.01160998 -0.01160998 -0.00580499],"[[-2.8609534e+02 -3.3163278e+02]
 [ 3.6308624e+01  3.8008636e+01]
 [-9.8912727e+01 -9.3074722e+01]
 [ 4.2152718e+01  4.4305534e+01]
 [-1.3332375e+01 -7.6479445e+00]
 [ 1.8290695e+01  2.2433283e+01]
 [-1.6558395e+01 -1.3866110e+01]
 [-1.6287540e+01 -1.2103299e+01]
 [ 4.6003847e+00  6.4198418e+00]
 [-6.0248718e+00 -1.6207433e+00]
 [-1.3258436e+01 -1.1815761e+01]
 [ 3.1539249e-01  3.6969042e+00]
 [-1.2362415e+01 -1.0003912e+01]
 [ 5.4284124e+00  7.8465929e+00]
 [-1.0382988e+01 -7.0684094e+00]
 [-2.5003836e+00 -1.9114254e+00]
 [-8.1153316e+00 -4.7027740e+00]
 [-2.7535658e+00 -2.9654167e+00]
 [-8.1537886e+00 -4.7792749e+00]
 [-1.1037031e+00 -9.3045825e-01]]","[[-1.6772209e+02 -2.2049898e+02]
 [-4.4084458e+00 -8.5363001e-02]
 [-1.1286260e+02 -1.0946683e+02]
 [ 3.4144222e+01  3.7870438e+01]
 [-2.8972954e+01 -2.3866074e+01]
 [ 3.3878662e+01  3.8325588e+01]
 [-3.0795422e+01 -2.7026840e+01]
 [-2.5802300e+00  5.8041734e-01]
 [-7.4063845e+00 -3.6795769e+00]
 [ 3.0063963e+00  6.0764670e+00]
 [-2.0448578e+01 -1.7487804e+01]
 [ 7.9710732e+00  1.0984122e+01]
 [-1.4850440e+01 -1.1717530e+01]
 [ 6.4865260e+00  9.3779659e+00]
 [-1.3015190e+01 -1.0513338e+01]
 [-2.9638090e+00 -9.4755614e-01]
 [-6.4727464e+00 -4.2787523e+00]
 [-5.0906763e+00 -3.4414277e+00]
 [-6.1619539e+00 -4.2776127e+00]
 [-3.0842175e+00 -1.6986501e+00]]"
40,71,[-0.00251701 -0.00986395],[-12.74701357  -5.33954799],[-13.17837119  -7.14175224],[-0.01741497 -0.02321995 -0.00580499],"[[-287.08746    -332.5138    ]
 [  37.035854     39.27114   ]
 [ -95.84622     -89.997894  ]
 [  39.744896     42.185005  ]
 [ -17.170042    -11.469355  ]
 [  19.466352     23.879353  ]
 [ -16.910616    -13.933493  ]
 [ -14.168184     -9.930931  ]
 [   0.38892913    2.520607  ]
 [  -3.9807014     0.58620685]
 [ -12.246475    -10.438083  ]
 [  -0.50309473    3.0178137 ]
 [ -12.352743     -9.849678  ]
 [   4.579279      7.262042  ]
 [ -10.970274     -7.663319  ]
 [  -2.2578473    -1.2207019 ]
 [  -7.9662895    -4.646597  ]
 [  -3.387095     -3.0140858 ]
 [  -7.511888     -4.232678  ]
 [  -2.4744833    -1.8051072 ]]","[[-168.87509   -221.69775  ]
 [  -2.772984     1.640992 ]
 [-111.996     -108.58067  ]
 [  32.76477     36.558426 ]
 [ -28.938442   -23.795067 ]
 [  35.14755     39.675316 ]
 [ -31.918564   -28.153694 ]
 [  -2.5159595    0.6782736]
 [  -7.922091    -4.203274 ]
 [   3.2769008    6.430197 ]
 [ -20.23441    -17.219383 ]
 [   8.326661    11.4342   ]
 [ -15.132817   -11.980349 ]
 [   6.7599382    9.740519 ]
 [ -12.93042    -10.419231 ]
 [  -3.334887    -1.2443202]
 [  -5.744112    -3.5085225]
 [  -5.4479227   -3.738473 ]
 [  -6.1814017   -4.3043356]
 [  -3.189738    -1.7101393]]"
40,77,[-0.00249433 -0.00913832],[-12.77656317  -5.66387892],[-13.24474335  -7.01387644],[-0.02321995 -0.02321995 -0.00580499],"[[-2.88356567e+02 -3.34068726e+02]
 [ 4.06213875e+01  4.31963959e+01]
 [-9.43769455e+01 -8.90975189e+01]
 [ 3.64570770e+01  3.89719620e+01]
 [-2.03210335e+01 -1.49915257e+01]
 [ 2.38719368e+01  2.81238136e+01]
 [-1.72799149e+01 -1.42956047e+01]
 [-1.43849630e+01 -1.06347313e+01]
 [-1.89034355e+00  3.98611665e-01]
 [ 4.97018695e-01  4.70827818e+00]
 [-1.29278040e+01 -1.10128145e+01]
 [-7.72182226e-01  2.46889591e+00]
 [-1.13847218e+01 -9.22415447e+00]
 [ 3.08638859e+00  5.91658878e+00]
 [-9.04488945e+00 -6.37483311e+00]
 [-3.32115459e+00 -1.85926604e+00]
 [-6.93652678e+00 -4.48052168e+00]
 [-2.64437795e+00 -1.55307746e+00]
 [-8.44677734e+00 -6.08264446e+00]
 [-8.54892373e-01  2.49954522e-01]]","[[-171.00783    -223.93109   ]
 [  -0.3015069     4.1419835 ]
 [-110.92052    -107.58318   ]
 [  31.419296     35.210136  ]
 [ -28.832237    -23.75084   ]
 [  36.58335      41.127876  ]
 [ -32.784798    -29.118639  ]
 [  -2.321947      0.83197063]
 [  -8.667679     -5.064564  ]
 [   3.8950694     7.0759125 ]
 [ -19.892365    -16.914846  ]
 [   8.99325      12.143465  ]
 [ -15.560347    -12.509386  ]
 [   7.086919     10.08618   ]
 [ -12.5751095   -10.142378  ]
 [  -3.4423218    -1.3274751 ]
 [  -5.2707663    -3.121737  ]
 [  -5.4358277    -3.7107732 ]
 [  -6.040863     -4.264303  ]
 [  -3.368252     -1.8535639 ]]"
40,84,[-0.00247166 -0.00943311],[-12.31983304  -5.13084948],[-12.84840345  -6.2632966 ],[-0.01741497 -0.00580499 -0.00580499],"[[-2.88290405e+02 -3.33080353e+02]
 [ 4.22770042e+01  4.40086937e+01]
 [-9.42655029e+01 -8.80840759e+01]
 [ 3.22870255e+01  3.40877609e+01]
 [-2.10087738e+01 -1.47006321e+01]
 [ 2.82720051e+01  3.17408562e+01]
 [-2.16369324e+01 -1.77824078e+01]
 [-1.36148853e+01 -1.04810371e+01]
 [-2.58760500e+00  5.70405602e-01]
 [ 2.68776178e+00  6.31608772e+00]
 [-1.48901997e+01 -1.21562042e+01]
 [-1.74417213e-01  2.57352924e+00]
 [-1.21757965e+01 -9.48070145e+00]
 [ 3.02479410e+00  5.61419487e+00]
 [-8.90491676e+00 -5.87898540e+00]
 [-4.97084522e+00 -3.57183290e+00]
 [-4.74552059e+00 -2.03994107e+00]
 [-4.99051428e+00 -3.73811245e+00]
 [-6.98455048e+00 -4.56849957e+00]
 [-2.72310233e+00 -1.47924829e+00]]","[[-173.29282   -226.235    ]
 [   1.6473938    6.0928526]
 [-110.260284  -106.93893  ]
 [  30.225246    33.99666  ]
 [ -28.799461   -23.719261 ]
 [  37.341152    41.87208  ]
 [ -33.57852    -29.937489 ]
 [  -2.1073103    0.9948165]
 [  -9.664745    -6.105141 ]
 [   4.335575     7.519701 ]
 [ -19.74649    -16.732403 ]
 [   9.488329    12.658514 ]
 [ -16.22456    -13.198078 ]
 [   7.186713    10.173622 ]
 [ -12.547106   -10.1023   ]
 [  -3.4318311   -1.307278 ]
 [  -5.355155    -3.219808 ]
 [  -5.6260395   -3.9003706]
 [  -5.8704796   -4.0775433]
 [  -3.7658958   -2.2321444]]"
40,90,[-0.00247166 -0.00972789],[-11.64325118  -4.54267502],[-12.2220552   -5.40835381],[-0.01741497 -0.00580499 -0.00580499],"[[-2.86268097e+02 -3.31373901e+02]
 [ 4.25026169e+01  4.45018692e+01]
 [-9.41376801e+01 -8.86692810e+01]
 [ 2.92399559e+01  3.12434349e+01]
 [-1.85585480e+01 -1.24607725e+01]
 [ 3.02959442e+01  3.33899460e+01]
 [-2.53270493e+01 -2.14513588e+01]
 [-1.10648499e+01 -8.31822395e+00]
 [-2.33465195e+00  1.00564885e+00]
 [ 2.99342203e+00  6.09949112e+00]
 [-1.39645472e+01 -1.10905962e+01]
 [-9.99266982e-01  1.38221717e+00]
 [-1.10879154e+01 -8.47863579e+00]
 [ 2.89165926e+00  5.20962763e+00]
 [-8.81053829e+00 -5.90022373e+00]
 [-4.60309601e+00 -3.45660400e+00]
 [-4.14780903e+00 -1.40335000e+00]
 [-4.44417000e+00 -3.58008122e+00]
 [-7.70004368e+00 -5.31378841e+00]
 [-1.11913407e+00 -9.30156708e-02]]","[[-175.86385   -228.71013  ]
 [   3.7117133    8.003654 ]
 [-109.70076   -106.26589  ]
 [  29.280472    32.88235  ]
 [ -28.570818   -23.363445 ]
 [  37.834923    42.197823 ]
 [ -34.19108    -30.450802 ]
 [  -1.7903098    1.1199896]
 [ -10.575442    -6.937541 ]
 [   4.6243773    7.658571 ]
 [ -19.347435   -16.1747   ]
 [   9.948439    12.991253 ]
 [ -16.803608   -13.695376 ]
 [   7.295681    10.110763 ]
 [ -12.490421    -9.930475 ]
 [  -3.293921    -1.3210181]
 [  -5.3233004   -3.1117907]
 [  -5.9881053   -4.432805 ]
 [  -5.4031487   -3.497179 ]
 [  -3.9784157   -2.5881093]]"
40,96,[-0.00247166 -0.00970522],[-10.70897698  -4.15539175],[-11.29748106  -4.6089825 ],[-0.01741497 -0.00580499 -0.00580499],"[[-2.8432230e+02 -3.2899719e+02]
 [ 4.2086040e+01  4.3717331e+01]
 [-9.7496162e+01 -9.1488693e+01]
 [ 3.1259874e+01  3.2895477e+01]
 [-1.9025570e+01 -1.2171288e+01]
 [ 3.0896461e+01  3.3361263e+01]
 [-2.7664663e+01 -2.2992382e+01]
 [-9.2242880e+00 -7.0787468e+00]
 [-3.3666685e+00  9.2111099e-01]
 [ 3.7870140e+00  6.2554321e+00]
 [-1.4080235e+01 -1.0481418e+01]
 [-2.0128074e+00  4.1281596e-02]
 [-1.0518498e+01 -7.4856277e+00]
 [ 2.3638787e+00  4.4889035e+00]
 [-8.9036064e+00 -5.7389555e+00]
 [-4.8666587e+00 -3.6132619e+00]
 [-3.7889826e+00 -9.1527563e-01]
 [-4.6776571e+00 -3.7076697e+00]
 [-8.1038952e+00 -5.5704088e+00]
 [-7.6042747e-01  3.7702489e-01]]","[[-179.15097   -231.64479  ]
 [   5.796751     9.647838 ]
 [-109.17862   -105.301605 ]
 [  28.058735    31.201077 ]
 [ -27.965885   -22.30159  ]
 [  37.546383    41.460598 ]
 [ -34.35798    -30.20373  ]
 [  -1.9973963    0.4492491]
 [ -11.021244    -6.984034 ]
 [   4.0852633    6.687852 ]
 [ -18.30067    -14.633983 ]
 [   9.850604    12.504444 ]
 [ -17.193764   -13.694077 ]
 [   6.88416      9.2636175]
 [ -12.201453    -9.207782 ]
 [  -3.7189448   -2.160717 ]
 [  -4.8439703   -2.2348745]
 [  -7.203101    -6.072374 ]
 [  -4.5403924   -2.1941395]
 [  -4.480262    -3.441339 ]]"
